TIER_3_OPERATING_HOURS_SUB,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,FUEL_TYPE_BLEND,TIER_1_METHOD_EQUATION,TIER_1_START_DATE,TIER_1_END_DATE,TIER_1_CO2_EMISSIONS,TIER_1_CH4_EMISSIONS,TIER_1_N2O_EMISSIONS,TIER_1_CH4_EMISSIONS_CO2E,TIER_1_N2O_EMISSIONS_CO2E,TIER_2_METHOD_EQUATION,TIER_2_START_DATE,TIER_2_END_DATE,TIER_2_HHV_DETERMIN_FREQUENCY,TIER2_HHV_DETERMIN_FREQ_OTH,TIER_2_CO2_EMISSIONS,TIER_2_CH4_EMISSIONS,TIER_2_N2O_EMISSIONS,TIER_2_CH4_EMISSIONS_CO2E,TIER_2_N2O_EMISSIONS_CO2E,TIER_3_METHOD_EQUATION,TIER_3_START_DATE,TIER_3_END_DATE,TIER3_CARBON_DETERMIN_FREQUENC,TIER3_CARBON_DETERMIN_NUM_SUB,TIER3_CARBON_DETERMIN_NUM_VALI,TIER3_MOL_DETERMIN_FREQ,TIER3_MOL_DETERMIN_FREQ_OTHER,TIER3_MOL_DETERMIN_NUMBER,TIER3_MOL_DETERMIN_NUM_VALID,TIER_3_CO2_EMISSIONS,TIER_3_CH4_EMISSIONS,TIER_3_N2O_EMISSIONS,TIER_3_CH4_EMISSIONS_CO2E,TIER_3_N2O_EMISSIONS_CO2E,PCT_HEAT_INPUT_COMBUSTED,PCT_HEAT_INPUT_COMBUSTED_IND,PCT_HEAT_INPUT_COMBUSTED_SUB
,1003419,2011,"WestRock CP, LLC",N001,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,4208.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,1003470,2011,GRAPHIC PACKAGING INTERNATIONAL,D001,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,5281.0,0.1,0.01,2.1,3.1,,,,,,,,,,,,,,,,,,
,1003470,2011,GRAPHIC PACKAGING INTERNATIONAL,D001,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Other (specify),Once per truck,1151.0,0.05,0.009,1.0,2.9,,,,,,,,,,,,,,,,,,
,1003470,2011,GRAPHIC PACKAGING INTERNATIONAL,L001,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,13259.0,0.64,0.0,13.4,0.0,,,,,,,,,,,,,,,,,,
,1003470,2011,GRAPHIC PACKAGING INTERNATIONAL,L001,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Other (specify),Once per truck,2205.0,0.08,0.0,1.6,0.0,,,,,,,,,,,,,,,,,,
,1003470,2011,GRAPHIC PACKAGING INTERNATIONAL,L002,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,13259.0,0.64,0.0,13.4,0.0,,,,,,,,,,,,,,,,,,
,1003470,2011,GRAPHIC PACKAGING INTERNATIONAL,L002,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Other (specify),Once per truck,2205.0,0.08,0.0,1.6,0.0,,,,,,,,,,,,,,,,,,
,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,Lime Kiln No. 1,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,31715.1,1.53,0.0,32.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,Lime Kiln No. 1,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,480.6,0.02,0.0,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,Lime Kiln No. 2,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,21446.7,1.03,0.0,21.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,Lime Kiln No. 2,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,3133.2,0.11,0.0,2.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,Recovery Boiler No. 2,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,Recovery Boiler No. 2,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,2208.3,0.04,0.004,0.8,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,Recovery Boiler No. 3,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,Recovery Boiler No. 3,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1428.6,0.03,0.003,0.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,Recovery Boiler No. 4,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,Recovery Boiler No. 4,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,4946.1,0.09,0.009,1.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003633,2011,"Mondi Bags USA, LLC",Recovery Boiler,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,360.5,0.01,0.001,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003884,2011,PACKAGING CORPORATION OF AMERICA-TOMAHAWK,B25,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,36.3,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003884,2011,PACKAGING CORPORATION OF AMERICA-TOMAHAWK,B25,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1272.4,0.02,0.002,0.4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003943,2011,GREIF RIVERVILLE LLC,Recovery Boiler,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1358.0,0.03,0.003,0.6,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1003943,2011,GREIF RIVERVILLE LLC,Recovery Boiler,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,16519.0,1.0,0.1,21.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004017,2011,CASCADE PACIFIC PULP HALSEY PULP MILL,LKEU,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,26714.3,1.36,0.0,28.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004017,2011,CASCADE PACIFIC PULP HALSEY PULP MILL,RFEU,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,2196.0,0.04,0.004,0.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004017,2011,CASCADE PACIFIC PULP HALSEY PULP MILL,RFEU,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004055,2011,GEORGIA-PACIFIC TOLEDO LLC,EU14 Recovery Boiler #1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,5663.0,0.11,0.011,2.3,3.4,,,,,,,,,,,,,,,,,,
,1004055,2011,GEORGIA-PACIFIC TOLEDO LLC,EU16 Recovery Boiler #2,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,5663.0,0.11,0.011,2.3,3.4,,,,,,,,,,,,,,,,,,
,1004055,2011,GEORGIA-PACIFIC TOLEDO LLC,EU1 Lime Kiln #1,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,11271.0,0.57,0.0,12.0,0.0,,,,,,,,,,,,,,,,,,
,1004055,2011,GEORGIA-PACIFIC TOLEDO LLC,EU1 Lime Kiln #1,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,13.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
,1004055,2011,GEORGIA-PACIFIC TOLEDO LLC,EU2 Lime Kiln #2,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,11717.0,0.6,0.0,12.6,0.0,,,,,,,,,,,,,,,,,,
,1004055,2011,GEORGIA-PACIFIC TOLEDO LLC,EU2 Lime Kiln #2,Used Oil,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,,1073.0,0.04,0.0,0.8,0.0,,,,,,,,,,,,,,,,,,
,1004055,2011,GEORGIA-PACIFIC TOLEDO LLC,EU3 Lime Kiln #3,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,12148.0,0.62,0.0,13.0,0.0,,,,,,,,,,,,,,,,,,
,1004199,2011,P.H. Glatfelter Company,Calciner,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,27.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004199,2011,P.H. Glatfelter Company,Calciner,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,29902.0,1.19,0.239,25.1,74.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004199,2011,P.H. Glatfelter Company,Recovery Boiler #3,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004199,2011,P.H. Glatfelter Company,Recovery Boiler #3,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1742.0,0.07,0.014,1.5,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004396,2011,DOMTAR A. W. LLC-NEKOOSA,B14,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,4775.0,0.09,0.01,1.9,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004396,2011,DOMTAR A. W. LLC-NEKOOSA,P22,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,15775.0,0.8,0.0,16.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004705,2011,CLEARWATER PAPER CORP,Number 3 Lime Kiln,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,173.0,0.01,0.001,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004705,2011,CLEARWATER PAPER CORP,Number 3 Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,31590.0,0.6,0.06,12.6,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004705,2011,CLEARWATER PAPER CORP,Number 4 Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,33283.0,0.63,0.063,13.2,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004705,2011,CLEARWATER PAPER CORP,Number 4 Recovery Furnace,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,6384.0,1.2,0.012,25.3,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004705,2011,CLEARWATER PAPER CORP,Number 5 Recovery Furnace,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,472.0,0.09,0.001,1.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004886,2011,INTERSTATE PAPER LLC,Lime Kiln,Natural Gasoline,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Other (specify),Use constant factor.,12498.0,0.64,0.0,13.4,0.0,,,,,,,,,,,,,,,,,,
,1004886,2011,INTERSTATE PAPER LLC,Lime Kiln,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Other (specify),Use constant factor.,1521.0,0.05,0.0,1.1,0.0,,,,,,,,,,,,,,,,,,
,1004886,2011,INTERSTATE PAPER LLC,Recovery Boiler,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Other (specify),Use a constant factor.,1675.0,0.03,0.003,0.7,1.0,,,,,,,,,,,,,,,,,,
,1004901,2011,International Paper-Port Wentworth,LK01,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,32284.4,1.56,0.0,32.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1004901,2011,International Paper-Port Wentworth,RE01,Distillate Fuel Oil No. 4,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Upon addition of oil to the storage tank,,7721.6,0.31,0.062,6.5,19.2,,,,,,,,,,,,,,,,,,
,1005012,2011,"WESTROCK CP, LLC - HODGE MILL",LK1,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,43888.0,2.24,0.083,46.9,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005012,2011,"WESTROCK CP, LLC - HODGE MILL",LK2,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,27341.0,1.39,0.052,29.2,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005012,2011,"WESTROCK CP, LLC - HODGE MILL",RB2,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,8161.0,0.15,0.015,3.2,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005012,2011,"WESTROCK CP, LLC - HODGE MILL",RB3,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,3620.0,0.07,0.007,1.4,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005579,2011,"WestRock CP, LLC - West Point Mill",LK1,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,32825.0,1.0,0.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005579,2011,"WestRock CP, LLC - West Point Mill",LK2,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,37240.0,1.0,0.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005579,2011,"WestRock CP, LLC - West Point Mill",RF4,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,31005.0,1.0,0.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005579,2011,"WestRock CP, LLC - West Point Mill",RF5,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,5037.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005653,2011,INTERNATIONAL PAPER - BOGALUSA MILL,Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,60995.5,3.11,0.0,65.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005653,2011,INTERNATIONAL PAPER - BOGALUSA MILL,Recovery Furnace No. 20,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,5325.1,0.21,0.043,4.4,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005653,2011,INTERNATIONAL PAPER - BOGALUSA MILL,Recovery Furnace No. 21,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,5537.9,0.22,0.044,4.6,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005669,2011,APPLETON ROARING SPRING PAPER MFG,038 - No. 3 Recovery Boiler,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005669,2011,APPLETON ROARING SPRING PAPER MFG,038 - No. 3 Recovery Boiler,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,94.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005669,2011,APPLETON ROARING SPRING PAPER MFG,038 - No. 3 Recovery Boiler,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,1527.2,0.06,0.06,1.3,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005669,2011,APPLETON ROARING SPRING PAPER MFG,103A - Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,9417.9,0.45,0.0,9.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005669,2011,APPLETON ROARING SPRING PAPER MFG,103A - Lime Kiln,Residual Fuel Oil No. 6,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,4.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005706,2011,"Domtar Paper Company, LLC",Chemical Recovery Furnace,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005706,2011,"Domtar Paper Company, LLC",Chemical Recovery Furnace,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,4353.8,0.08,0.008,1.7,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005706,2011,"Domtar Paper Company, LLC",Lime Kiln,Distillate Fuel Oil No. 2,,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005706,2011,"Domtar Paper Company, LLC",Lime Kiln,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,24210.0,1.17,0.0,24.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005732,2011,PORT TOWNSEND PAPER CORP,Lime Kiln,Other Oil (>401 deg F),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,24900.0,0.88,0.0,18.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005732,2011,PORT TOWNSEND PAPER CORP,Recovery Furnace,Other Oil (>401 deg F),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,22100.0,0.87,0.17,18.3,52.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005738,2011,International Paper - Mansfield Mill,Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,40483.0,2.06,0.0,43.3,0.0,,,,,,,,,,,,,,,,,,
,1005738,2011,International Paper - Mansfield Mill,No. 1 Recovery Boiler,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,10337.8,0.2,0.02,4.1,6.0,,,,,,,,,,,,,,,,,,
,1005738,2011,International Paper - Mansfield Mill,No. 1 Recovery Boiler,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,181.5,0.01,0.001,0.2,0.4,,,,,,,,,,,,,,,,,,
,1005738,2011,International Paper - Mansfield Mill,No. 2 Recovery Boiler,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,9976.8,0.19,0.019,4.0,5.8,,,,,,,,,,,,,,,,,,
,1005738,2011,International Paper - Mansfield Mill,No. 2 Recovery Boiler,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,557.3,0.02,0.004,0.5,1.4,,,,,,,,,,,,,,,,,,
,1005909,2011,International Paper - Orange Mill,LK,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,41898.7,2.13,0.0,44.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005909,2011,International Paper - Orange Mill,RF1,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,5601.1,0.11,0.011,2.3,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005909,2011,International Paper - Orange Mill,RF2,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,4946.2,0.09,0.009,1.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005948,2011,GEORGIA-PACIFIC BREWTON LLC,BR-CRP5-S010,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,16914.0,0.86,0.0,18.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005948,2011,GEORGIA-PACIFIC BREWTON LLC,BR-CRP7-S015,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,16757.0,0.85,0.0,17.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005948,2011,GEORGIA-PACIFIC BREWTON LLC,BR-REC1-M003,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,734.0,0.01,0.001,0.2,0.3,,,,,,,,,,,,,,,,,,
,1005948,2011,GEORGIA-PACIFIC BREWTON LLC,BR-REC1-M003,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,5302.0,0.21,0.042,4.4,13.0,,,,,,,,,,,,,,,,,,
,1005948,2011,GEORGIA-PACIFIC BREWTON LLC,BR-REC2-M006,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,445.0,0.01,0.001,0.2,0.3,,,,,,,,,,,,,,,,,,
,1005948,2011,GEORGIA-PACIFIC BREWTON LLC,BR-REC2-M006,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,3197.0,0.13,0.026,2.7,8.1,,,,,,,,,,,,,,,,,,
,1005948,2011,GEORGIA-PACIFIC BREWTON LLC,BR-REC3-M010,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,1807.0,0.03,0.003,0.6,0.9,,,,,,,,,,,,,,,,,,
,1005948,2011,GEORGIA-PACIFIC BREWTON LLC,BR-REC3-M010,Residual Fuel Oil No. 6,,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,12214.0,0.49,0.098,10.3,30.4,,,,,,,,,,,,,,,,,,
,1005959,2011,DOMTAR PAPER KINGSPORT MILL,82-0022-34,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,3307.8,0.06,0.006,1.3,1.9,,,,,,,,,,,,,,,,,,
,1005959,2011,DOMTAR PAPER KINGSPORT MILL,82-0022-36,Natural Gas (Weighted U.S. Average),,Tier 1 (Equation C-1),2011-01-01-00:0,2011-12-31-00:0,34943.1,1.78,0.0,37.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1005994,2011,DOMTAR AW LLC ASHDOWN MILL,No. 2 Lime Kiln,Distillate Fuel Oil No. 2,,,,,,,,,,,,,,,,,,,,Tier 3 (Equation C-4,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,0.0,4.0,,,,,536.1,0.07,0.0,1.5,0.0,,,
,1005994,2011,DOMTAR AW LLC ASHDOWN MILL,No. 2 Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,45571.9,2.2,0.0,46.2,0.0,,,,,,,,,,,,,,,,,,
,1005994,2011,DOMTAR AW LLC ASHDOWN MILL,No. 2 Recovery Boiler,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,3298.0,0.06,0.006,1.3,1.9,,,,,,,,,,,,,,,,,,
,1005994,2011,DOMTAR AW LLC ASHDOWN MILL,No. 3 Lime Kiln,Distillate Fuel Oil No. 2,,,,,,,,,,,,,,,,,,,,Tier 3 (Equation C-4,2011-01-01-00:0,2011-12-31-00:0,Once per fuel lot,0.0,4.0,,,,,593.2,0.07,0.0,1.5,0.0,,,
,1005994,2011,DOMTAR AW LLC ASHDOWN MILL,No. 3 Lime Kiln,Natural Gas (Weighted U.S. Average),,,,,,,,,,Tier 2 (Equation C-2,2011-01-01-00:0,2011-12-31-00:0,Monthly,,41101.2,1.98,0.0,41.6,0.0,,,,,,,,,,,,,,,,,,
